Country Name,Country Code,Indicator Name,Indicator Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,,3633406064.83095,2639953230.54915,2729550591.08977,2796549978.47183,2899922841.66085,3856799844.1609,4648832184.06736,5263877520.08489,5976408043.77265,5656473652.41147,5398568543.63492,5677003239.29386,6303391143.83386,7631120533.36168,8542070109.70903,9176889070.42298,10450843291.2931,12556195188.5962,11914471497.1492,11104649065.1649,14381552466.6044,16350813486.9908,16974314296.2182,17716091057.2675,15950979333.1582,11936993086.9579,13219079497.7055,14845400592.6712,15390031039.9957
Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,1506914407.82047,2133688270.32436,2164292208.16528,1847350611.72458,1944876755.00708,2091731420.68923,2132081881.91398,2072001066.8212,2032345831.83005,1985924386.91448,1779523344.34106,1746064718.79169,1777058592.98812,2051147606.73687,2362501023.24249,2936019525.60241,3919577285.92703,4346206808.54026,5206444406.66154,4714592492.92972,5628878865.99027,6764627665.69239,6728208836.22143,7223071177.15856,6592537781.81518,6166863960.00061,6398747531.60142,6800135961.61412,7352533585.59316,7889655284.47161
Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,2653480001.34558,2856890680.60285,3224267547.80508,3263368410.01813,3558137040.37772,4040345933.2923,4421943910.49749,4187367601.73431,4169664285.38681,4343710332.80658,4663313620.01707,4613630622.77501,4841310239.63687,5816553826.85519,6578844486.06288,6488750452.60067,7028803365.70151,8150138757.15741,9990370016.30771,9128843109.15588,10003670690.3497,11518393367.2403,11668685524.1265,12129642296.4425,12803445933.5894,11692287066.381,12232463655.5727,13259351418.4459,14181951058.5129,14045808843.221
Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,1880771556.30474,2203545856.66893,1799517081.56412,2070636935.58644,1181802596.03498,1397457932.30697,2281034131.36493,2663234933.89767,1750584265.28754,1775921718.10534,1743506531.32652,1716502862.2954,3495748397.63025,3208837077.25069,3476094498.87517,3655909664.1423,3998020176.67364,4432937045.79897,5321012192.33619,6191127665.1963,6959655570.89098,8004000737.30717,6028487928.83351,5518880768.57955,6047813437.31804,6373212640.84604,5433040159.88747,8943543677.18899,9880676218.82611,11025370768.8135
Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,44024178343.0071,49143148094.2683,59167550162.956,66894837030.4184,74478356957.7808,88705342902.7113,100855393910.486,100005323301.867,72167498980.8398,79148421052.6316,93789736842.1053,92783947368.4211,100845526315.789,110202368421.053,124749473684.211,143534102611.497,162691238209.476,193547824063.3,230813897715.69,202257625195.063,255016609232.871,297951960784.314,314443149443.149,323277158906.979,338061963396.376,301354803994.367,301255380276.258,319112136545.438,358791513221.482,365276379480.99
North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,6558665950908.47,6770092083643.19,7114394589252.92,7437550121856.44,7867242439537.61,8245811373433.4,8704363777972.13,9235474283855.56,9699948950000,10312911118271.1,10999201631931.6,11324592049355.4,11693699517098,12356169212634.8,13248368139278.3,14217175927778.7,15140995757591,15949814312783.3,16329827601721.7,15859346076157.3,16672942337486.3,17399367444174.5,18088716899521.6,18696254170835,19362844040439.9,19769184098217.1,20230005494907.4,21136028016244.1,22259711195783,23122010947482.3
Namibia,NAM,GDP (current US$),NY.GDP.MKTP.CD,2789944497.97086,2996885561.14873,3429538534.36185,3251230620.92603,3666501464.45871,3978497753.02583,3989208661.87519,4154955685.76389,3873098656.00637,3868541599.14887,3922247989.85562,3557333364.30795,3349184760.02543,4926471294.30116,6609198832.76313,7248394160.35502,8001779551.06323,8839526451.57632,8607475308.11833,8938868165.39165,11431334447.4305,12523402328.7671,13042007432.4489,12043276397.1652,12435416060.2791,11335179562.0211,10721994676.6562,12895153160.466,13682062249.2236,12543203410.6928
New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,2529440424.29422,2653781629.2631,2923883311.46345,2822244192.11073,3038727541.99762,3628441984.43927,3606968707.46398,3291130071.54057,3556305296.84759,3647802505.91916,3420033046.95784,3297734668.3899,3740057132.98621,4915355784.02368,5895011251.5675,6238632283.76502,6979153331.71296,8819922042.42417,9067623001.04885,8704436169.14341,9364347372.04626,10351442208.992,9659153061.35633,10151385305.7645,10635039738.6899,8738205836.7394,8724570249.74306,9173668102.13844,9846922416.14776,9438130987.37298
Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,3512356353.0798,3285796979.79737,3386232592.01834,3052673622.85839,1938058161.25116,2302537682.18029,2405687081.12795,2290318800.33457,2643363406.97664,2537790022.73535,2241753120.21267,2448714680.56221,2782192986.95772,3394084884.67098,3760443965.72976,4383315656.99096,4756361479.98873,5731485267.33492,7297600896.86099,7352131669.2941,7851191899.3408,8772951261.81807,9426913349.22319,10224897934.722,10862944203.5591,9683867893.68343,10398862244.9737,11185102399.5762,12808660528.0617,12916455161.1081
Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,54035795387.8086,49118433047.5318,47794925814.7558,27752204320.0883,33833042987.7582,44062465800.1706,51075815092.5,54457835193.4927,54604050168.1818,59372613485.6576,69448756932.5833,74030364472.0506,95385819320.5737,104911947834.122,136385979322.437,176134087150.341,236103982431.635,275625684968.615,339476215683.592,295008767295.038,361456622215.721,404993594133.582,455501524575.498,508692961937.492,546676374567.721,486803295097.89,404650006428.613,375746469538.666,397190484464.308,448120428858.769
Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,1009455483.87097,1488804123.71134,1792800000,1756454248.36601,3863185119.04762,4140470000,4308351902.78601,4389965590.96538,4635267224.84195,4855717874.68247,5107329007.0922,5323146565.70315,5224213017.54386,5322454925.84746,5795568204.64532,6321335612.22233,6763361732.88486,7423313548.52698,8496946608.23151,8298679908.55232,8758639096.47693,9774307336.23792,10532006608.1447,10982979274.1922,11880434070.7811,12756706583.3113,13286083644.8761,13785909906.1925,13025239912.2751,12596636042.2321
Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,318330511920.61,327500327675.625,362962872180.451,353550169672.52,379130260322.073,452301674444.139,450490196078.431,416812740004.518,438008220395.468,447049523049.808,417479337444.707,431586852369.686,473861980070.981,580070360701.96,658380081545.175,685348181515.953,733955269898.823,848558887541.179,951869997864.062,871518638049.218,847380859016.668,905270626332.687,838923319919.531,877172824534.512,892167986713.722,765572770634.375,784060430240.08,833869641687.06,914043438179.607,910194347568.626
Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,119791683307.507,121872464483.487,130838040067.584,120579072750.596,127131461119.927,152029612324.788,163520109150.671,161356631888.484,154163364302.66,162284465073.341,171247131268.604,173972218824.027,195524186477.617,228858506821.841,264511630666.983,308884284051.222,345581369965.54,400937100158.657,462250000000,386190385318.767,428757038466.841,498283438454.281,509506317146.541,522761531914.894,498410050251.256,385801550067.169,368827142857.143,398393955268.99,436999692591.454,404941363636.364
Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,3627562402.66027,3921476084.89072,3401211581.29176,3660041666.66667,4066775510.20408,4401104417.67068,4521580381.47139,4918691916.53516,4856255044.39064,5033642384.10596,5494252207.90502,6007055042.17687,6050875806.66403,6330473096.54071,7273938314.71988,8130258041.46706,9043715355.8881,10325618017.379,12545438605.3959,12854985464.0764,16002656434.4746,21573862466.8268,21703106501.9674,22162208956.1412,22731602969.9687,24360795410.6422,24524098184.648,28971589213.2184,33111525871.9538,34186190995.9565
Nauru,NRU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,47564520.3910861,66055407.6703145,96927201.4848422,98491843.6441982,104654365.188653,86529661.3694983,99723394.9628767,109359680.217211,124021393.690412,118724073.809183
New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,45495129385.0475,42745329732.163,41649829859.6342,46775620817.4327,55314732279.1379,63918703506.9075,70140835299.0148,66075143415.4952,56227169851.0448,58762260625.8758,52623281956.7031,53872425916.6248,66627729311.4495,88250885550.2626,103905210084.034,114720129550.095,111538810712.665,137188946865.584,133131369930.414,121373602348.679,146517541181.254,168291357111.739,176206659722.524,190906575136.003,201313497220.917,178064471137.921,188838342527.975,206623758800.159,211953111035.513,213434571357.984
OECD members,OED,GDP (current US$),NY.GDP.MKTP.CD,18798023223181.7,19895938493245.5,21398668236986,21690689924245.5,23274311299329.1,25657405842687.1,25873813602647.4,25479203585066,25739685812688.2,27034188843085.3,27628221089532.2,27366042969851.6,28557668880260.9,31947691569128.3,35567906112656.7,37605893572983.4,39677309379590.5,43445027582701.6,46125640157736.1,43150641793202.8,45256835507640.8,48684651674634.8,48636393238635.7,49291557683427.5,50304127205366.7,47434878193306,48354878171224.4,50468487779733.6,53389616112315.2,53898740687188.2
Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,11685045513.6541,11341482444.7334,12452275682.7048,12493107932.3797,12918855656.697,13802600780.2341,15277763328.9987,15837451235.3706,13996914694.4083,15593456176.8531,19507452535.7607,19452000520.156,20142756046.814,21633708192.4577,24763712873.8622,31081991677.5033,37215779713.9142,42085379453.8362,60905452535.7607,48388363589.0767,64993498049.4148,77497529258.7776,87408842652.7958,89936020806.2419,92699089726.9181,78710793237.9714,75128738621.5865,80856697009.1027,91505851755.5267,88060858257.4772
Other small states,OSS,GDP (current US$),NY.GDP.MKTP.CD,54434615051.6632,56052410139.8493,61143960155.0863,58226835011.0742,60908208951.0707,70232782411.7001,73995137575.7304,76863051371.564,75292616832.644,80948689717.0992,91409484061.6567,90943070776.2402,98114311646.0008,122145547137.782,151573297104.561,183626997445.752,215785894153.758,264055704494.688,323026840855.028,277199129949.167,322471063932.647,396965637170.09,414201992255.111,432289396601.509,446284720914.132,369987880629.301,365901654951.657,398431383419.643,441994932565.805,432762687769.924
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,40010423970.4576,45625234697.7094,48884606848.1265,51809949334.2396,52293456906.2665,60636022422.6176,63320122807.1223,62433300338.0941,62191955814.3478,62973855718.8874,82017743416.2841,79484403984.8849,79904985384.8652,91760542940.0717,107759683863.123,120055291992.938,137264061106.043,152385716311.916,170077814106.305,168152775283.032,177165635077.065,213587413183.996,224383620829.57,231218567178.979,244360888750.807,270556131701.171,313629858859.587,339205615769.187,356128224957.085,320909489229.723
Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,6433967000,7074675500,8042337700,8782585400,9365289800,9573813700,9870494000,10677286100,11575486400,12130252200,12304115000,12502013400,12994310400,13693981200,15013381700,16374393900,18141666300,21295984200,25155888600,27116635600,29440287600,34686224300,40429734400,45599994000,49921464400,54091713800,57907695400,62202725200,64929409200,66984427200
Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,26410386669.3532,34341465998.2003,35966302303.263,34832077220.8537,44882079766.8913,53312793687.3836,55252414130.3019,58147522522.5225,55501467877.381,50187324567.883,51744749133.213,52030158775.4055,54777553515.0809,58731030121.8671,66768703497.5687,76060606060.6061,88643193061.748,102170981144.136,120550599815.441,120822986521.479,147528937028.778,171761737046.585,192648999090.082,201175469114.327,200789362451.567,189805300841.603,191895943823.887,211007207483.515,222597212925.211,228323495040.901
Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,50508286641.5746,51784207132.0955,60422309295.4434,62036625222.1624,73159245525.6424,84644220101.4991,94648084429.0341,94106183450.0029,74492325248.0247,85640133799.7902,83669693589.1547,78921234457.5487,84307291973.8158,87039145965.2826,95002028504.6904,107419961717.693,127652859201.041,155980378253.634,181624577154.679,175974711592.145,208368726861.407,234216930369.796,261920509950.555,283902728260.716,297483247101.038,306446140628.709,318626761492.867,328480867142.69,346842094175.24,376823278561.196
Palau,PLW,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,146297500,156907900,163184900,153963200,165186200,190452900,192382400,198897700,198283900,187522800,185943000,196911100,212397800,221117200,241669800,280457700,298300000,285300000,284700000,274200000
Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,3219730364.99623,3787394957.98319,4377980510.05598,4974550286.18152,5502786069.65174,4636057476.42568,5155311077.38998,4936615298.79367,3789443014.61662,3477038204.01733,3521339699.07407,3081024212.42924,2999511040.19764,3536411824.2958,3927157866.96465,4865892972.27595,8355006706.57899,9545177014.1301,11670840931.8173,11619637798.991,14250755231.1257,17984910501.8979,21295659243.6168,21261432791.2675,23210682538.3928,21723531173.2409,20759069103.0961,22742613553.6879,24109509852.7402,24751344560.8856
Poland,POL,GDP (current US$),NY.GDP.MKTP.CD,65977749036.9844,85500935934.9901,94337050693.2727,96045645026.178,110803391516.698,142292783505.155,160193242090.427,159357789772.207,174685791563.561,170031005016.259,172219461126.067,190905493539.168,199072058823.529,217827260805.842,255110181539.808,306144336269.51,344622003093.581,429028505365.078,533609081852.897,439737508413.192,479834179020.33,528301269069.799,498523568248.119,521016262734.924,542477096211.761,477811911394.084,472630364208.177,526508877305.321,587411745161.558,597280564671.563
Pre-demographic dividend,PRE,GDP (current US$),NY.GDP.MKTP.CD,393436457374.944,207465301173.644,164205883581.155,146225493646.87,136205664909.79,173739181659.983,192710221636.999,212322048157.676,219161157501.389,239616071990.792,277541269067.626,265229106196.245,304056565582.667,330387777421.167,412490146408.852,514900290335.576,647707778931.824,784315909279.944,982343958366.103,898448026508.219,1050873574892.34,1220709296705.81,1328911602322.19,1455530908006.03,1530149667900.49,1322540304458.42,1214494552345.81,1293918591719.65,1322706441706.9,1393565082221.82
Puerto Rico,PRI,GDP (current US$),NY.GDP.MKTP.CD,30603919000,32287031000,34630430000,36922456000,39690630000,42647331000,45340835000,48187039000,54086400000,57841000000,61701800000,69208400000,71623500000,74827400000,80322313000,83914521300,87276164400,89524131600,93639300000,96385600000,98381300000,100351700000,101564800000,102450000000,102445800000,103375500000,104336700000,103445526000,100925000000,104914600000
"Korea, Dem. People's Rep.",PRK,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,78713860216.5659,89233599278.4792,107592098307.098,95009751901.2592,99688641304.3478,118122007430.012,122630089680.27,117016535162.95,123946327916.296,127470385557.184,118605192877.388,121604107164.997,134795565549.419,165226175536.793,189382122532.169,197253876704.921,208756449275.848,240496147317.381,263416394624.084,244667762835.543,238113003233.284,245117990242.248,216224240577.957,226433858005.714,229901964221.884,199394066525.44,206426152308.931,221357874718.93,242313116577.967,239986922638.902
Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,5812114523.01187,6984367762.90371,7157424031.06045,7249533620.30614,7870982004.8195,9062131475.02318,9788391780.52421,9965225678.05093,9260481572.42462,8837070235.51892,8855705139.55857,8495806432.18467,7196260656.84556,7691367471.17992,9624440836.29309,10737500188.1123,13429430050.261,17856393235.4338,24615276689.8602,22355161514.3516,27129301212.1792,33737052170.4898,33296438306.4747,38651334287.6732,40377987208.689,36211372702.8085,36089550659.0914,38997129473.5558,40225448340.6322,37925338329.156
West Bank and Gaza,PSE,GDP (current US$),NY.GDP.MKTP.CD,,,,,2843300000,3282800000,3409600000,3759800000,4067800000,4271200000,4313600000,4003700000,3555800000,3968000000,4603100000,5125700000,5348300000,5815700000,7310400000,8085700000,9681500000,11186100000,12208400000,13515500000,13989700000,13972400000,15405400000,16128000000,16276600000,17133500000
Pacific island small states,PSS,GDP (current US$),NY.GDP.MKTP.CD,2351583195.83206,2500690380.05,2743211886.89511,2908235449.51597,3426386697.2597,3717232229.14537,3979150347.61621,3986153101.90039,3413330431.39213,3751226193.29682,3435939280.0063,3389637939.08494,3559099632.00046,4173849799.99059,4806887372.28291,5341917001.93718,5608853529.47852,6197023921.47684,6633206424.09817,5960880972.95578,6566253870.75891,7712816560.36241,8188147239.15853,8498746217.43669,9225908806.60407,9020208143.93682,9461610627.54152,10217604992.4423,10657544778.1169,10644265612.3514
Post-demographic dividend,PST,GDP (current US$),NY.GDP.MKTP.CD,18375259835517.2,19388889249362.1,20809056383529.9,20946539127042.9,22520310904247.7,24977227728789.7,25095170446089.5,24600467121372.5,24707758263113.9,25943219801178.7,26394867688645.4,26137787878264.5,27267112121155.7,30572961481226.7,33971202709829.4,35744443511764.2,37613890947384.9,41059264078039.1,43486261474585.4,40940842441351.9,42694001394734.3,45861213035337.8,45793098192800.8,46252814756263.8,47173652475802.9,44611867638951.4,45620827320653.7,47559090134749.7,50409601013871.7,50901911073586.6
French Polynesia,PYF,GDP (current US$),NY.GDP.MKTP.CD,3181206210.85118,3267367650.64269,3558359184.46646,3396259324.04045,3522272234.12075,3982376722.37398,3954697173.61901,3566672621.78482,3774675104.74177,3795764727.79009,3453920574.91815,,,,,,,,,,,,,,,5325848045.4324,5497037292.63831,5833351477.8985,6135117589.07754,6008055247.77908
Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,7360439423.07692,6883516483.51648,7646153983.51648,7156593653.84615,7374450769.23077,8137911978.02198,9059340384.61539,11297802115.3846,10255495027.4725,12393131868.1319,17759890109.8901,17538461538.4615,19363736263.7363,23533791208.7912,31734065934.0659,44530494505.4945,60882142857.1429,79712087912.0879,115270054945.055,97798351648.3516,125122306346.154,167775268614.037,186833502362.128,198727642979.297,206224598564.624,161739955577.748,151732181857.113,161099122215.307,183334953813.209,175837550996.185
Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,38995454545.4545,28998684210.5263,25121666666.6667,26362894736.8421,30074440483.3837,37435317265.1254,36937074278.3004,35574916294.6429,41694118972.5101,35952781582.2083,37253259016.9976,40394824679.1232,46066101951.2933,57806506024.0964,74972669056.5922,98452791982.7024,122022997508.01,174585202805.233,214313628965.024,174103695930.213,166309355234.589,183326740143.016,170635805316.879,190801346194.297,199959363430.073,177729210874.504,188128818486.401,211695422578.655,241457403085.042,249881592298.072
Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,516814274021.956,517962962962.963,460290556900.726,435083713850.837,395077301248.464,395537185734.854,391724890744.498,404928954191.876,270955486862.442,195907128350.934,259710142196.943,306602070620.5,345470494417.863,430347770731.787,591016690742.798,764017107992.391,989930542278.695,1299705764823.62,1660846387624.78,1222644282201.86,1524917468442.01,2045925608274.37,2208295773643.15,2292473246621.08,2059241965490.83,1363481063446.77,1276786979221.81,1574199387070.9,1657329646183.62,1693113904262.89
Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,2550185618.14774,1911600969.76612,2029026704.02707,1971525998.87685,753636370.454545,1293535010.94467,1382334879.40812,1851558301.7002,1989343495.21844,2155707325.1365,2067579822.43604,1965500949.34016,1964832511.92978,2137156726.89736,2375376873.10914,2932340855.31852,3318107347.2799,4068224991.08702,5177230923.28829,5671592572.19972,6121529488.49049,6881379761.83833,7650671476.94976,7815975293.67372,8234762201.03869,8539424910.07969,8690878327.95492,9252834120.39358,9642440645.81148,10356327149.4262
South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,407187370820.544,362262532165.61,384733617428.084,381100277389.042,432324272247.724,479849581301.107,524970419712.2,550712123644.937,558424594165.819,598323918709.828,630429061929.228,645870123668.464,677627487567.085,791002717916.674,917089339402.252,1050585317863.97,1196088039743.31,1504193483987.56,1527472685559.4,1683433843105.38,2060781299767.88,2274498461334.74,2300089514183.77,2359608787133.38,2584563411971.79,2699434735086.94,3005243895307.67,3426790936090.99,3527312593331.06,3648731786168.25
Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,117630271802.403,132223268491.322,137087876662.216,132967901415.22,135174886488.652,143343036341.789,158662398744.993,165963557409.88,146775498080,161716960000,189514926213.333,184137469733.333,189605920240,215807655253.333,258742263040,328459700114.755,376900135727.637,415964583055.37,519796738640,429097899280,528207332649.536,671238840108.229,735974843348.664,746647127407.619,756350347320.381,654269739552.019,644935682011.475,688586094412.68,816578674529.141,803616264791.024
Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,33641222222.2222,43891285714.2857,7034219712.52567,8881785938.48085,12794192334.2541,13829744878.6366,9018243044.45155,11681494637.3041,11250327988.0478,10682045258.3647,12257418326.0734,15716489369.9266,18136839087.0077,21355576672.542,26645490675.0417,35182105414.3919,45264519502.6479,59440139774.8128,64831935604.2484,58316191440.365,74151186600.1735,78403418360.459,63195499524.2094,66026600235.4524,76818327441.6497,84985132167.2171,102943741648.824,129717804934.614,32333780383.2924,32338079165.2893
Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,7390967034.66625,7255210700.97896,7769817869.31065,7367985694.79161,5034588159.28612,6326342962.93447,6559712550.65952,6041478436.08043,6505607633.36937,6592835457.6876,6013184809.23898,6507824767.06303,7006402592.45463,8768721956.33228,10076817278.1025,11009032665.3876,11697918802.7922,13994218939.2431,16853991176.9058,16145868284.5645,16121314670.9653,17814284622.1718,17660871725.9977,18918668644.1941,19797254643.1212,17774766636.0459,19040312815.1337,20996564751.5994,23116897847.0474,23398811423.578
Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,36144336768.7023,45466164978.2923,52130263965.6231,60603478153.2368,73690847191.3055,87810991957.1046,96295886524.8227,100124191810.345,85728310229.4455,86284660766.9617,96074477958.2367,89794943349.8912,92537752708.5893,97645448283.7791,115035498757.543,127807618360.971,148630373214.173,180941941477.009,193611986712.842,194152286008.938,239809387605.427,279351168707.267,295087220933.024,307576360584.992,314851156183.411,308004146057.608,318832428519.725,343193352161.634,376998146500.593,375472731271.075
Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,214877638.378336,227536282.599086,269034595.812985,300749474.542774,402831864.859938,469443201.503274,510580417.227456,526559955.87721,457584496.220616,488028750.955954,419845231.77897,409507389.162562,346405301.683262,352531728.373679,397557524.015659,476836691.058314,538614679.019646,620211238.891793,699203616.463816,735997355.679702,846767635.935272,1049889691.54463,1191045573.19991,1284763287.27352,1335584911.8002,1307082934.28683,1378543909.3128,1483793468.06299,1574622018.23326,1570093229.25588
Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,649644826.800447,779981458.921489,679997997.597117,768812334.801762,911915970.683484,870758739.40678,941742152.709895,850218033.622007,672375927.347148,669384768.87263,635874002.198748,1090467712.30773,1253340519.53311,1385810072.19217,1448536630.88143,1650494366.99875,1885112201.85278,2158496872.85796,2505458705.03338,2453899846.88317,2578026297.15912,2942546781.04548,3801862611.36414,4920343194.99339,5015157815.73406,4218723875.1379,3674794530.18956,3719369107.34992,4085114794.22324,4076578542.56207
El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,4817542204,5252342400,5813399300,6680269200,7679384000,8921947100,9586327800,10221705900,10936669900,11284197000,11784927700,12282533600,12664190300,13243892200,13724810900,14698000000,15999890000,17011750000,17986890000,17601620000,18447920000,20283780000,21386150000,21990960000,22593470000,23438240000,24191430000,24979190000,26020850000,26896660000
San Marino,SMR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,1109098657.57511,1005159388.24397,1077413479.05282,1168269230.76923,1464326160.8154,1723750000,1785847531.40157,1908167105.75837,2185874623.59704,2393437820.41892,2056126701.86163,1881214370.93994,1813752783.96437,1604779647.95066,1678841811.66158,1673973694.69908,1419394763.11994,1468377241.53199,1528630704.92544,1655300897.49646,1616231696.0486
Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,917044228.00846,,,,,,,,,,,,,,,,,,,,,,,4574495666.99509,5021956321.12103,5331761394.25487,5529873479.87157,5609000000,5850677295.70037,6476674591.87472
Serbia,SRB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,16832598870.0565,21818007448.7896,25676487999.5941,19457979423.376,19388663551.0012,6875845986.52121,12960538723.7591,17120906918.3503,22482365321.7656,26141968161.0924,27683225959.2468,32482070360.3204,43170990616.4729,52194221468.5007,45162894380.9318,41819468691.8251,49258136128.9672,43309252921.0567,48394239474.6762,47062206677.6539,39655958842.5478,40692643373.0327,44179055279.8887,50640650221.4622,51514222381.8428
Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),NY.GDP.MKTP.CD,373621113106.598,389068157825.001,355051164829.159,333644010237.716,324518108874.583,375896975925.804,392410971054.057,407305462065.457,394116931038.52,397984271036.191,422458954001.198,405345840586.177,440587232271.379,555465126974.657,690670786344.723,820395670503.096,967201623294.804,1120926700271.34,1273738562780.63,1225176862324.91,1450783719583.4,1633996697500.65,1699341029335.21,1803401657074.03,1867281744482.3,1683571011745.69,1571411213862.1,1702822553872.21,1731075868040.73,1790392859446.62
South Sudan,SSD,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,14586253383.0632,12231264525.0671,14602072410.9506,14907308932.7534,11931472169.4915,18426469016.9492,13962212847.4576,11997800760.2242,,,,
Sub-Saharan Africa,SSF,GDP (current US$),NY.GDP.MKTP.CD,373990476994.685,389443067079.67,355486979944.991,334121040904.103,325008009411.963,376408281409.553,392916805610.523,407871965034.115,394729779625.739,398611922440.544,423078020812,405972584028.062,441289921420.718,556174888863.134,691514609925.548,821319019565.733,968222095140.798,1121962912786.48,1274705836507.59,1226024120750.42,1451753409367,1635062171988.2,1700400038004.9,1804729746760.4,1868669322245.49,1684987010408.75,1572901440316.05,1704395982149.33,1732712178090.13,1792077087975.3
Small states,SST,GDP (current US$),NY.GDP.MKTP.CD,74735531054.3571,76319639863.9488,81198409049.6674,80092518590.2508,84285749394.1332,95870118577.1462,101911861455.006,108977520665.962,108832037113.391,116628929601.181,129085340844.073,129608212696.942,138688094717.517,165889564285.223,199663296422.675,237916023767.328,277092032056.112,332164019567.376,400065321223.466,342638916927.939,393630210907.353,474408948948.213,494531210940.391,514309588821.341,530131033870.994,452543098654.856,444841632274.105,481182224483.506,528083646431.496,520430771503.024
Sao Tome and Principe,STP,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,75951210.6852445,85171308.1654435,102085583.465275,114582561.627097,136450274.673234,142775597.255916,149146423.083742,188021190.592847,187820464.571058,196652514.267255,231489270.144529,250680845.747837,300554483.611626,346528329.183227,316066072.343754,345495614.979982,375614126.193877,412253809.728799,427425039.684339
Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,388400000,448100000,404600000,428764705.882353,605492537.313433,691590497.737557,861411471.321696,926422500,1110850000,886290697.674419,947671969.69697,834279357.798165,1093574468.08511,1274190311.41869,1484092538.40527,1793388732.29125,2626380435.17877,2936612021.85792,3532969034.60838,3875409836.06557,4368398047.64333,4422276621.78703,4980000000,5145757575.75758,5240606060.60606,5126291450.81511,3317438910.83068,3591623596.03082,3996247906.19765,3984483762.37123
Slovak Republic,SVK,GDP (current US$),NY.GDP.MKTP.CD,12747380650.0762,14272201755.4704,15495514296.8042,16520676973.5301,20162936291.375,25840146405.2288,27925036755.3866,27706028095.6157,29856000671.216,30463670123.5931,29242558796.5507,30778781606.9575,35297794385.6863,46919965224.1497,57437444469.087,62808723476.719,70767338922.4411,86563986799.2505,100879902984.983,89399303222.155,90801178162.2502,99492917848.5897,94253181330.3891,98569320342.5842,101089178418.029,88636928904.6449,89674927723.2422,95393515077.7472,105612792516.582,105284375640.698
Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,21352224019.4096,21507232648.7252,20763101740.6963,22146231967.6861,22711384311.1404,20289627636.6767,20876309970.385,23489890274.3142,29634713641.0968,34414784504.2352,36206395970.6504,39481045038.2637,48067401207.3978,55779427739.6609,50567734885.9613,48208240226.4501,51583869785.1849,46577793184.0031,48415657264.8758,49997186439.0916,43107506024.3254,44766722790.5826,48589100043.0954,54163591695.32,54178877605.9999
